image_name,cluster,centroid_distance
test_00001.jpg,cluster_0,20.590616842949135
test_00012.jpg,cluster_0,71.53850017702457
test_00017.jpg,cluster_0,74.44457694382876
test_00023.jpg,cluster_0,103.79720567605128
test_00025.jpg,cluster_0,31.31777851137489
test_00033.jpg,cluster_0,75.95452291098508
test_00036.jpg,cluster_0,45.62998692577209
test_00037.jpg,cluster_0,53.062753138584306
test_00038.jpg,cluster_0,83.70137470262874
test_00042.jpg,cluster_0,67.00535557886745
test_00043.jpg,cluster_0,99.17611653741795
test_00044.jpg,cluster_0,75.95335019095664
test_00045.jpg,cluster_0,86.0156859063237
test_00047.jpg,cluster_0,35.2668565065003
test_00049.jpg,cluster_0,32.357392273547454
test_00050.jpg,cluster_0,60.30852301078359
test_00051.jpg,cluster_0,62.37284463388205
test_00054.jpg,cluster_0,35.27898391331298
test_00055.jpg,cluster_0,84.37658519912686
test_00058.jpg,cluster_0,61.512898992736886
test_00064.jpg,cluster_0,76.2999364779432
test_00068.jpg,cluster_0,37.19393497683988
test_00069.jpg,cluster_0,54.260445718469114
test_00070.jpg,cluster_0,64.22275065500796
test_00071.jpg,cluster_0,89.70306281200796
test_00072.jpg,cluster_0,65.80674528445137
test_00075.jpg,cluster_0,111.04218380006982
test_00079.jpg,cluster_0,89.09031545466796
test_00088.jpg,cluster_0,105.13805269516514
train_00001.jpg,cluster_0,100.77412242068186
train_00004.jpg,cluster_0,87.3028518122158
train_00009.jpg,cluster_0,84.45341996909819
train_00011.jpg,cluster_0,50.3413694770417
train_00018.jpg,cluster_0,83.59120324270286
train_00022.jpg,cluster_0,10.248053264254482
train_00025.jpg,cluster_0,48.438429765776334
train_00032.jpg,cluster_0,101.20378966246737
train_00034.jpg,cluster_0,101.08492372003107
train_00035.jpg,cluster_0,68.5545457566357
train_00046.jpg,cluster_0,22.288769034717664
train_00047.jpg,cluster_0,66.1669015117001
train_00053.jpg,cluster_0,81.45942746258908
train_00054.jpg,cluster_0,53.56902382886529
train_00055.jpg,cluster_0,98.1943220518901
train_00063.jpg,cluster_0,76.49664506499781
train_00064.jpg,cluster_0,96.45035284785055
train_00066.jpg,cluster_0,70.88719988432388
train_00067.jpg,cluster_0,4.689263243774421
train_00074.jpg,cluster_0,13.078722838475688
train_00076.jpg,cluster_0,55.22888776552495
train_00079.jpg,cluster_0,40.414602011114674
train_00080.jpg,cluster_0,98.11426126651912
train_00082.jpg,cluster_0,36.052859006180746
train_00083.jpg,cluster_0,54.43503830618873
train_00087.jpg,cluster_0,24.1283926507274
train_00088.jpg,cluster_0,85.178415393644
train_00090.jpg,cluster_0,82.88837141619857
train_00091.jpg,cluster_0,91.00558500051214
train_00092.jpg,cluster_0,98.46587180805597
train_00093.jpg,cluster_0,24.010680973067643
train_00094.jpg,cluster_0,72.61773421161308
train_00095.jpg,cluster_0,94.95169507455635
train_00101.jpg,cluster_0,99.09648708012018
train_00102.jpg,cluster_0,65.39946006062873
train_00103.jpg,cluster_0,80.33307910215257
train_00110.jpg,cluster_0,15.078737590699982
train_00111.jpg,cluster_0,4.2545857324706615
train_00113.jpg,cluster_0,6.819613411330487
train_00120.jpg,cluster_0,72.10710014984595
train_00124.jpg,cluster_0,77.99719304062998
train_00125.jpg,cluster_0,48.52371957369245
train_00126.jpg,cluster_0,10.369323759701391
train_00129.jpg,cluster_0,67.54036275562969
train_00130.jpg,cluster_0,95.70305301366004
