image_name,cluster,centroid_distance
test_00001.png,cluster_0,3.4318859497167
test_00013.png,cluster_0,7.5697144021046965
test_00017.png,cluster_0,11.847278597003637
test_00018.png,cluster_0,17.105419890094076
test_00029.png,cluster_0,25.306569768685186
test_00037.png,cluster_0,15.692271407216168
test_00039.png,cluster_0,14.17376959903416
test_00040.png,cluster_0,47.77282292964916
test_00041.png,cluster_0,5.371975189949691
test_00045.png,cluster_0,10.380938614409008
test_00056.png,cluster_0,18.936090688812715
test_00058.png,cluster_0,15.756672122174836
test_00069.png,cluster_0,20.138682171068623
test_00070.png,cluster_0,37.74175039272516
test_00071.png,cluster_0,15.68097563536019
test_00073.png,cluster_0,23.86663107941234
test_00074.png,cluster_0,26.708591994246465
test_00075.png,cluster_0,7.535089853267071
test_00078.png,cluster_0,35.24260091119291
test_00079.png,cluster_0,8.765158720848996
test_00088.png,cluster_0,38.77974486282977
test_00089.png,cluster_0,11.722174541321639
test_00098.png,cluster_0,27.189725056735117
test_00103.png,cluster_0,6.1933051700402935
train_00005.png,cluster_0,4.215920769617658
train_00014.png,cluster_0,18.86001692192163
train_00015.png,cluster_0,15.009288049366825
train_00025.png,cluster_0,38.665906541506686
train_00027.png,cluster_0,30.869868682082238
train_00047.png,cluster_0,5.288682217916082
train_00054.png,cluster_0,10.14061774752317
train_00062.png,cluster_0,11.2554758686305
train_00063.png,cluster_0,55.179339568861714
train_00075.png,cluster_0,0.6627554903830597
train_00079.png,cluster_0,6.091719029323565
train_00084.png,cluster_0,19.12573547673227
train_00093.png,cluster_0,18.945795163897813
train_00094.png,cluster_0,53.80460451604545
train_00101.png,cluster_0,22.962473941385397
train_00102.png,cluster_0,34.53946891826401
train_00103.png,cluster_0,14.623746172485768
train_00106.png,cluster_0,12.86108642202271
train_00107.png,cluster_0,13.154133008411778
train_00111.png,cluster_0,35.0892230864851
train_00117.png,cluster_0,5.134885544615271
train_00124.png,cluster_0,45.203590293853765
train_00127.png,cluster_0,9.901176278855983
train_00128.png,cluster_0,22.163437293370567
train_00131.png,cluster_0,12.966733341250137
train_00136.png,cluster_0,9.114327782022329
train_00138.png,cluster_0,14.7349050439412
train_00152.png,cluster_0,16.718389323771508
train_00155.png,cluster_0,49.55774643986676
train_00158.png,cluster_0,17.72329045728379
