image_name,cluster,centroid_distance
CC_1001_jpg.rf.be542e90a7e3cd9b2d717f0f90271db0.jpg,cluster_0,33.68464349031093
CC_1002_jpg.rf.fe2526ed3e2cc614514a28a9be878fe6.jpg,cluster_0,35.536390252901526
CC_1004_jpg.rf.0cdcd2ad170de3487103d98bae5c9154.jpg,cluster_0,31.249915219162663
CC_1_jpg.rf.ed8b1d441e84e663aaf7e9b176d48b47.jpg,cluster_0,17.75669432740379
CC_347_jpg.rf.68adea5c445bf6e72f06f1f05ee5905b.jpg,cluster_0,6.7726656775104965
CC_348_jpg.rf.3501d7610431c4eb962cc80ff7ed17e0.jpg,cluster_0,11.138271594855627
CC_350_jpg.rf.ffde9cf2461b313999012412e88f6b1e.jpg,cluster_0,12.213879988247049
CC_352_jpg.rf.cc6e514eea165f6532399531afb8da5d.jpg,cluster_0,20.198261820848515
CC_353_jpg.rf.736c7417015fe3aef5b4a9577574efc9.jpg,cluster_0,10.379349747289133
CC_357_jpg.rf.a8259986d6794decb7a82d205ff07a31.jpg,cluster_0,22.204797288867645
CC_360_jpg.rf.1750da69ccb3bc610dfabb1ec0919e8e.jpg,cluster_0,18.466118629158146
CC_363_jpg.rf.1a356a40da30e80e98189fa855963e1c.jpg,cluster_0,14.54662785508015
CC_365_jpg.rf.ead87d67cd4f00b5b8a02b09ce1a438e.jpg,cluster_0,15.45746266501308
CC_373_jpg.rf.42ba6be690337e0aebec971cf7d70b9c.jpg,cluster_0,16.25924826298656
CC_375_jpg.rf.c6cdf71ddcaacb0123f2b2d5c73344fc.jpg,cluster_0,23.95578209114638
CC_379_jpg.rf.cfdbf0a49d0aa66b4cf6954fe7067b1d.jpg,cluster_0,21.848060719239186
CC_500_jpg.rf.fb164b915b576837115ccc80fedb7423.jpg,cluster_0,26.74162626981417
CC_1007_jpg.rf.c2ce186f4309b1655701bb7066074ecd.jpg,cluster_1,16.48480585514184
CC_1017_jpg.rf.4da49f93682b29970e8c509341c1cb75.jpg,cluster_1,19.07230631879018
CC_1018_jpg.rf.bd9d05fb765be0713eeeb0970f4ee076.jpg,cluster_1,29.74291170223063
CC_1024_jpg.rf.417e0c91adf5269c7af08044a8d9612b.jpg,cluster_1,16.585333917550713
CC_1025_jpg.rf.ec3062b6faf84160842c48df198280b9.jpg,cluster_1,3.9017147687610207
CC_1026_jpg.rf.d015fd19b534986956a74b6283593050.jpg,cluster_1,30.52233357369609
CC_1027_jpg.rf.49d2fc30fe05610b11a567cb15266285.jpg,cluster_1,31.867437665061754
CC_1030_jpg.rf.f20f6eb5747799cec0e8296839d3e6d5.jpg,cluster_1,15.70967197187398
CC_1031_jpg.rf.7d3dab802dddb7bf6447ec40d58c8475.jpg,cluster_1,3.91643794717033
CC_1035_jpg.rf.fb05385f3eb3212f397c42d36a5434ec.jpg,cluster_1,2.745811382502741
CC_1039_jpg.rf.34bad0a2e286fce62ef7e5a52db63a64.jpg,cluster_1,25.54437120722906
CC_1041_jpg.rf.a93873b7f2bc7038d0534726c85a545c.jpg,cluster_1,17.781362164304486
CC_1044_jpg.rf.53cfb2ea6f93a3e6bf602c1ab89ce333.jpg,cluster_1,29.105136206678775
CC_1046_jpg.rf.da7ebfe8cda67105b0c067d6f03e8cff.jpg,cluster_1,16.954156725814997
CC_1047_jpg.rf.7e08b0acebbc8ed12000738541483a69.jpg,cluster_1,37.75293825342195
CC_1050_jpg.rf.0cef530431d371ae88db9fd71e0c9dfc.jpg,cluster_1,14.092189757343984
CC_1051_jpg.rf.c4ec9c1f9d03dded78f2570f332a247a.jpg,cluster_1,8.360926545364856
CC_1061_jpg.rf.808e15220820739ef5294a886581d269.jpg,cluster_1,16.61091183704104
CC_1062_jpg.rf.becb6333fea9988e48caa46e0a6aee05.jpg,cluster_1,21.329016850492103
CC_1063_jpg.rf.0845c5847aff966040369d1a9e0085bc.jpg,cluster_1,21.691604912117104
CC_1066_jpg.rf.55b32ee05fd82640241b90b385e8a0cc.jpg,cluster_1,20.48184227466253
CC_1067_jpg.rf.1dd6aa50e38be13367ffdf4c3cd3d568.jpg,cluster_1,4.382973129240161
CC_1068_jpg.rf.60f66fd5eabdba41f7a25e0968cb3438.jpg,cluster_1,16.80570526090244
CC_1069_jpg.rf.4c30059fb9a588bbd841bef73d5ce0bf.jpg,cluster_1,14.192705358854708
CC_1070_jpg.rf.781f1acc4e976ef5fe5918006e3e4ab9.jpg,cluster_1,9.200135403752839
CC_1071_jpg.rf.cc8b29a281ea8e44751d59122f4fba01.jpg,cluster_1,15.765493122075437
CC_1072_jpg.rf.740bdf8fe035fba660ca71d809bfa4b7.jpg,cluster_1,29.444598395195616
CC_1075_jpg.rf.a7d28756b426ecae10622963e6ea80e3.jpg,cluster_1,10.52034180611229
CC_1076_jpg.rf.9a3e83d9d85f420f8f0b595226f92c7f.jpg,cluster_1,15.456983318243688
CC_1078_jpg.rf.b63324ded8c3b27867e90e8c14a4a8db.jpg,cluster_1,8.835542074166256
CC_1079_jpg.rf.a013d2a2e368b87cfabd4340afe99af2.jpg,cluster_1,11.354058131293936
CC_1080_jpg.rf.e50f893df3a511ca17340e954a2f7ba7.jpg,cluster_1,9.49320033806758
CC_1083_jpg.rf.d0c8333a15a5a8a4df23190a128807f4.jpg,cluster_1,12.192124859450475
CC_1087_jpg.rf.496993c1f24f1fd7dbac19fc490c217c.jpg,cluster_1,26.850038060307238
CC_1090_jpg.rf.25ce65d0077f3243c211a4a889838c62.jpg,cluster_1,10.921540865512869
CC_1093_jpg.rf.07de4890bbf97c4d18f30e281e5867f5.jpg,cluster_1,9.734945727137914
CC_1094_jpg.rf.6d74e35935f6f144dabf669611cf83b9.jpg,cluster_1,15.815798009892724
CC_1095_jpg.rf.4b400cdf66f92d7878220527ca5d18e2.jpg,cluster_1,43.03576445528602
CC_1096_jpg.rf.a2fc0c3a9140d583d18d5e8e1ffcbe88.jpg,cluster_1,5.029567204665718
CC_1097_jpg.rf.584fa0a905aa62624d01965a682adde1.jpg,cluster_1,14.598032369240613
CC_1098_jpg.rf.829fcac856fae541b8f308915d6d8e48.jpg,cluster_1,10.169854041670613
CC_1100_jpg.rf.e5b2f6891205ac276ba1e0288ec5c1fa.jpg,cluster_1,4.079527859029342
CC_1102_jpg.rf.2735b7cafc8732e03e9f897af722a66f.jpg,cluster_1,7.177277610717879
CC_1104_jpg.rf.9fad1dfa4224488343df4f6ddca975c1.jpg,cluster_1,3.9197053326195994
CC_1115_jpg.rf.aba383a0d89b34010690d9e68ab2000a.jpg,cluster_1,13.539297296417718
CC_1120_jpg.rf.c9d26a88b66afd075ea18638c0b1a326.jpg,cluster_1,26.603029581058827
CC_1132_jpg.rf.66db2af9f96c0e25966d95e0c635e3a4.jpg,cluster_1,25.708168716648043
CC_1133_jpg.rf.7aca04779b0b3c9c74a87a0c98222f12.jpg,cluster_1,7.878435470602209
CC_1137_jpg.rf.898b248c3a1bf3270f1c814f13f54345.jpg,cluster_1,10.936198061313261
